"","DGAT2","CD59","JUP","BLOC1S1","PAM_50","tissue type","IRE1 gene sig(Logue et al. 2018)","GOBP_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE.txt","HALLMARK_UNFOLDED_PROTEIN_RESPONSE.txt","Lommond_2018_RIDD.txt","REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S.txt","REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES.txt","REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR.txt"
"TCGA-BH-A201-01A-11R-A14M-07",15.633195701223,22.0481906870715,20.9076058216352,17.7124086555671,"LumA","Primary solid Tumor",-1.75731222161551,18.9744616854377,19.4877040448884,19.1069707020835,18.8757030162232,19.0760636361384,19.1157229558094
"TCGA-EW-A2FR-01A-11R-A21T-07",14.4797339148437,20.8941559860508,21.0297323064466,18.3488077378241,"Her2","Primary solid Tumor",-1.9604573071277,18.9767928091952,19.4924631567231,19.2450444495388,18.9441761828912,19.0762515254491,19.2041246851959
"TCGA-D8-A1XB-01A-11R-A14D-07",13.6515712968361,20.6164246017718,20.9223844124278,17.5350545429903,"LumA","Primary solid Tumor",-1.75036446927972,18.7604217901048,19.4780956924368,18.9037558376337,18.7234223906225,18.8796207787908,18.8837373465435
"TCGA-E2-A14P-01A-31R-A12D-07",15.9035699672712,19.6512700176076,20.3347284692687,17.665126412524,"Her2","Primary solid Tumor",-1.90473801544647,19.2118288224628,19.724919990596,18.921650471612,18.9746721778822,19.370097736061,19.3567095004159
"TCGA-S3-A6ZH-01A-22R-A32P-07",13.2034626160174,21.5670258684783,22.0423167306337,19.0808781523976,"LumA","Primary solid Tumor",-2.48922591914933,19.032151758716,19.4824615627147,19.1514025562112,19.0440894603904,19.0809298394541,19.1730057956432
"TCGA-OL-A66I-01A-21R-A29R-07",16.4974998051165,21.3286797936591,21.2850846705592,18.6541788705119,"Basal","Primary solid Tumor",-0.347855389486028,19.4254639833777,19.7542301833334,19.019130785243,19.4027303296612,19.6521581720038,19.7265147960126
"TCGA-E2-A10B-01A-11R-A10J-07",15.5393733907376,20.1377855834578,20.4045033395169,18.7944361804846,"LumA","Primary solid Tumor",-2.34919739179335,19.0520107040488,19.3367185706683,18.8149866708096,18.6657138936011,18.9039539789664,19.021644718278
"TCGA-BH-A1FU-11A-23R-A14D-07",19.4940001460063,21.2975508652649,20.5677798901234,17.3769879031726,NA,"Solid Tissue Normal",-1.64829377127639,18.6510445333834,19.1986663335651,18.6769129048242,18.6712531281235,18.7713730947326,18.7844157671643
"TCGA-A2-A0SW-01A-11R-A084-07",16.5880780704371,20.2182362333601,19.8229986629704,18.7286435918861,"LumB","Primary solid Tumor",-1.58176434781244,19.2292082929006,19.6440354414643,18.7073751870985,19.1745634364157,19.2966421183142,19.4488073541209
"TCGA-AO-A0JC-01A-11R-A056-07",15.0966643725163,19.5619492075203,19.2870677722189,18.8654217144551,"LumA","Primary solid Tumor",-1.43241652147832,18.5108919514253,19.1792891708596,18.5321104941292,18.5087787411266,18.588488606899,18.7624658896848
"TCGA-S3-AA11-01A-31R-A41B-07",14.8897973680537,19.9801835844256,21.2086883350204,18.0418185407495,"LumA","Primary solid Tumor",-2.38764831994514,18.9938983192843,19.3001202978323,18.7016785939555,18.8677715593521,18.9803949524918,18.9715604016612
"TCGA-D8-A1JN-01A-11R-A13Q-07",16.0058773268474,20.562886875401,19.9686747904337,18.3428911359317,"LumA","Primary solid Tumor",-2.46656776581478,19.9283123851063,20.0221107267528,19.0623680722477,19.3627437910676,19.7034643108081,19.9558159378766
"TCGA-E2-A14O-01A-31R-A115-07",13.1555108972241,21.5085721495906,22.0197694529518,20.2664034695799,"LumB","Primary solid Tumor",-3.82953423454533,19.880527156355,20.1903068982675,19.1137548107136,19.2763885322749,19.427327691361,19.7054577327483
"TCGA-BH-A1EY-01A-11R-A13Q-07",15.7762979141953,20.6046738618037,20.106629779767,18.796602447893,"LumA","Primary solid Tumor",-1.7324711621916,19.011418048588,19.259925013164,18.8596207977158,18.8140849963439,18.9176729127653,18.9951211108573
"TCGA-BH-A0AV-01A-31R-A115-07",16.6783985952717,21.0454779878837,21.1236035844062,17.2007995934379,"Basal","Primary solid Tumor",-0.993648659238488,19.0971921337853,19.4547910786238,19.2816135590241,19.2493715910009,19.3775837348076,19.3238135748403
"TCGA-E9-A1RH-01A-21R-A169-07",16.4548306355877,19.7389728421293,21.2380355016798,17.1263134786645,"Her2","Primary solid Tumor",-0.993188960857083,19.0718842259771,19.8228601053971,19.3163180228245,19.1023198695128,19.2726031721767,19.4685712323774
"TCGA-A7-A0CJ-01A-21R-A00Z-07",16.5670937835272,20.3003849056589,20.3531582791129,18.2598848580721,"LumB","Primary solid Tumor",-1.70787641255449,19.3708761844823,19.6880817603331,19.0723654918387,19.0250806539415,19.145110548523,19.2227296111212
"TCGA-D8-A143-01A-11R-A115-07",15.2278867482615,21.3424134598898,21.464039304291,17.9176223600232,"Basal","Primary solid Tumor",-0.698006191048801,19.2663654197043,19.8148463722701,19.0202856374992,19.2819827356653,19.5364897375497,19.6665978837272
"TCGA-AR-A251-01A-12R-A169-07",17.1571906125405,20.3785709327865,20.6415922035648,16.1178624002002,"Basal","Primary solid Tumor",-0.631819431152813,19.4526501077495,19.8912392733054,19.4171082345506,19.1331016357591,19.7338558769724,19.6949035508923
"TCGA-E2-A14X-01A-11R-A115-07",17.5213662693061,20.314663823197,21.078302926433,17.5752335663746,"Basal","Primary solid Tumor",-0.693193052559185,19.0048542907743,19.6861096517094,18.9135042474415,19.1348244310292,19.2256974623396,19.3820903523706
"TCGA-B6-A0RN-01A-12R-A084-07",14.1654635726175,20.4486527078765,21.3103208917252,18.3410096548804,"LumA","Primary solid Tumor",-2.32717157252081,18.9194016766771,19.4052333118286,19.0389365354619,18.8981067899312,18.9861916264867,18.9847649548548
"TCGA-A2-A3XT-01A-11R-A22U-07",18.5991396945076,21.7250524321015,19.2775354468473,18.0795559800901,"Basal","Primary solid Tumor",0.20702866908027,19.1608247068983,19.8387206178658,18.5509258130725,19.2917323988187,19.3219805404058,19.3691680017768
"TCGA-AR-A24W-01A-11R-A169-07",16.0467295274293,22.0077970623191,20.7230217478422,17.5293280417917,"LumA","Primary solid Tumor",-1.77352248398957,18.7777932537893,19.5194636216656,18.9018484160013,18.6479513083526,18.8629502795841,19.1987567199762
"TCGA-A2-A4S0-01A-21R-A266-07",14.3904459626029,22.8447625751928,21.4874537168981,17.9452188078936,"LumA","Primary solid Tumor",-2.51086004106081,19.1624587480618,19.5814355466898,18.8774103855669,18.9582791136291,19.2566785551459,19.277834556461
"TCGA-A8-A07G-01A-11R-A034-07",15.9775489262899,21.1906799175077,21.0135850181452,18.4088476342755,"LumA","Primary solid Tumor",-1.99812607787272,19.2012374364983,19.5714497820576,18.9580758678391,19.1543078408977,19.2779012820548,19.2793320013469
"TCGA-BH-A28Q-01A-11R-A16F-07",14.7744372275274,21.1552470170208,20.7628825511155,17.6642432454061,"LumA","Primary solid Tumor",-1.800615465403,18.7807764591617,19.4544478619058,18.9171028028995,18.7422595204071,18.8698482736061,18.9541163498767
"TCGA-AO-A129-01A-21R-A10J-07",17.4986959409331,22.0304655190494,20.9847282366555,17.9239013364669,"Basal","Primary solid Tumor",-0.667490975511718,19.3979055805482,19.9094738826661,18.7732440088067,19.5689667271316,19.6569076357781,19.7914332265035
"TCGA-GM-A2D9-01A-11R-A18M-07",15.8305950631389,20.4992054762715,20.9948974688369,19.7489968630291,"LumA","Primary solid Tumor",-3.35985849938699,19.2439498177051,19.5207027462904,19.0318943353628,18.9649361602488,19.1468401166752,19.2588358455207
"TCGA-AC-A62Y-01A-11R-A29R-07",17.5767623475603,21.5387788725841,20.3411502063499,18.8334079076712,"LumA","Primary solid Tumor",-2.54867113157168,19.4254497117473,19.4759428333145,18.9773614057148,18.8843648544011,19.1953705848301,19.2951048157471
"TCGA-A8-A09K-01A-11R-A00Z-07",13.0580321764961,20.1135249298002,20.564449415519,17.4027321787266,"LumA","Primary solid Tumor",-2.76268850599319,18.8413611067841,19.2280904823481,18.4615990771769,18.7453092660759,18.8657145538539,18.8956766380814
"TCGA-A8-A06Q-01A-11R-A034-07",15.0389652270817,19.4310778696981,19.2689000852029,17.965816879937,"LumB","Primary solid Tumor",-2.0040199103144,19.6306706420053,20.0132086763748,18.9138765135203,19.2825724790912,19.4582200647568,19.6248890797235
"TCGA-AO-A0JG-01A-31R-A084-07",13.6880894383449,20.6253006130886,20.3019609269662,17.9548771876706,"LumA","Primary solid Tumor",-2.79912602320665,18.7460436672798,19.2773381569447,18.9768397400429,18.7930526373438,18.9456037079346,18.9558622506591
"TCGA-A7-A4SD-01A-11R-A266-07",15.867698399105,21.5221773014976,21.780405481612,17.6057297015195,"Basal","Primary solid Tumor",-1.54872621622305,19.0824725524921,19.5937549680368,18.7520301219123,19.1402071154472,19.3072631861346,19.4801413708332
"TCGA-AC-A3YI-01A-21R-A239-07",14.9859071014015,21.3814146000593,20.9951943271662,17.9414096092899,"Normal","Primary solid Tumor",-1.59588584998775,18.8771440548322,19.5331218372534,18.8632050439474,18.9672197882377,19.0751693257248,19.2226973346595
"TCGA-BH-A1FD-01A-11R-A13Q-07",14.9386027382704,20.3089181700098,20.2491454934575,17.6473834954629,"LumB","Primary solid Tumor",-1.21269485545659,19.8319054865388,20.2577237731977,18.9620628121946,19.3785915724973,19.6919204529371,20.0625392054792
"TCGA-A8-A09G-01A-21R-A00Z-07",15.4866628366785,20.2669205347026,22.6627573443513,17.7700267351908,"Her2","Primary solid Tumor",-2.70684008985847,19.440114793952,19.7902629374862,18.7063934098416,19.2684602351957,19.5122935241744,19.6568582792897
"TCGA-D8-A27V-01A-12R-A17B-07",14.4330552572008,20.7410227679087,20.142014297777,18.1055697318401,"LumA","Primary solid Tumor",-1.69596186938959,18.8369854736899,19.3504248742016,18.8238207310281,18.7013335492557,18.9172536398146,18.9170350824918
"TCGA-BH-A1FE-06A-11R-A213-07",15.0966907097038,21.2159352055491,19.0002354957359,18.3497999513645,NA,"Metastatic",-2.62167297395116,19.0902912425126,19.6417216752589,19.1144828804978,19.1925259100836,19.3225633531276,19.3962588820108
"TCGA-E9-A1R5-01A-11R-A14M-07",16.6638798305424,22.0567514996454,21.1992092474501,17.9739090795115,"LumA","Primary solid Tumor",-3.33886053186667,18.8071280530626,19.3476930303449,18.9947127830608,18.8508687523358,18.9481968144443,18.9796300387782
"TCGA-BH-A0B8-11A-41R-A089-07",22.1297126991996,21.3867785042262,19.1612503022107,18.3575753118805,NA,"Solid Tissue Normal",-0.955020335464617,18.7708300901877,19.3042209105018,19.5573986732412,18.9784236081113,19.0190939621448,19.0003047520356
"TCGA-AC-A7VB-01A-11R-A352-07",16.4878673168977,20.2280810928485,21.8904588683452,17.2671583545429,"LumB","Primary solid Tumor",-3.41877472005166,18.8351242434594,19.8697357907895,18.7097473256591,18.8995537536225,19.0459907619132,18.9649115091928
"TCGA-A8-A08F-01A-11R-A00Z-07",16.3711265686295,19.4620358288393,20.9985871450499,18.0416906721723,"LumB","Primary solid Tumor",-2.15708504818521,19.4136141777316,19.6668754743847,18.8299265490139,19.0336286143491,19.2240867462079,19.3955498264589
"TCGA-E2-A3DX-01A-21R-A213-07",15.8083758506181,21.5013743594746,20.2763250404389,17.8877439001121,"LumA","Primary solid Tumor",-2.09678183636905,18.8993654493477,19.4724169599212,18.633333019505,18.9364872076664,19.0590935556754,19.0172516499063
"TCGA-BH-A1F2-01A-31R-A13Q-07",18.3505926245825,20.7753412541561,20.6922609177156,16.6604974850508,"LumB","Primary solid Tumor",-1.87551324932178,19.0787248106319,19.1729560175861,19.4059199637266,18.6310171120198,18.7885869333092,18.9325544398237
"TCGA-D8-A27K-01A-11R-A16F-07",15.2057315400381,20.6153611646157,20.5684996865816,17.0980070588212,"LumA","Primary solid Tumor",-1.83665392919163,18.6613986009786,19.2035605750473,18.757112458578,18.6956765711238,18.7964048776103,18.8218793006199
"TCGA-AO-A12G-01A-11R-A10J-07",16.4321583280358,20.6115159133277,21.3637507500258,18.0300402409613,"LumA","Primary solid Tumor",-2.41221307701624,19.3281834807511,19.6603041437877,19.0573567806791,19.0885483794168,19.3780798308095,19.2612287733228
"TCGA-A2-A0D1-01A-11R-A034-07",15.4548142660685,18.7805094864557,21.1260113425853,17.3490599475339,"Her2","Primary solid Tumor",-1.76428155455984,19.1376591107885,20.1690932804328,18.7487118379426,19.0030566346973,19.1568715242142,19.3896955283357
"TCGA-B6-A0RS-01A-11R-A084-07",15.6808357504199,21.2246824383773,22.0650001532653,18.0186804962165,"Her2","Primary solid Tumor",-2.57072892665437,19.2614222342891,19.6703175404281,18.767574009627,19.2040030952076,19.3937653083753,19.4724733507525
"TCGA-A1-A0SO-01A-22R-A084-07",17.8982525259429,20.0988565865552,20.8716504610831,16.6144574907413,"Basal","Primary solid Tumor",-0.823080368179092,18.9769334325084,19.4440328596663,19.086147024704,19.1745921910195,19.193262509465,19.2314901893138
"TCGA-A7-A6VX-01A-12R-A33J-07",13.0637764219079,22.448174509752,20.9344011853749,17.3706781431706,"LumB","Primary solid Tumor",-2.50321815796055,19.075122204443,19.5002819064903,18.9994628606255,19.0170624618442,19.263818904971,19.3539792287788
"TCGA-BH-A1FR-01A-11R-A13Q-07",15.9339298302592,20.6485909413458,21.1464282921219,18.1919795673267,"LumA","Primary solid Tumor",-2.41562632979032,18.9415267867745,19.5404763993702,19.0012968115979,18.8685326744567,19.1451852786872,19.1988353888724
"TCGA-A7-A5ZX-01A-12R-A29R-07",14.5707598149439,20.5868516725827,21.2199980728802,18.296828916113,"LumA","Primary solid Tumor",-2.92195413690017,18.7867879870499,19.3862662861434,18.7094020292594,18.7127688060606,18.8191697215866,18.8839078472342
"TCGA-C8-A8HP-01A-11R-A36F-07",15.8688882710317,19.9316557127439,21.3020206607314,18.8550875761397,"Her2","Primary solid Tumor",-2.37754722835911,19.1246100223429,19.5203268939185,19.3576323842361,19.1513340081039,19.3332416367672,19.4400617116706
"TCGA-AQ-A04L-01B-21R-A10J-07",18.4324938935605,20.7606610087133,20.8574469048838,18.2633475381309,"LumA","Primary solid Tumor",-0.797466386361133,19.3738063053711,19.8653730196565,18.8831104260427,19.5069941832589,19.623590334271,19.5771243967958
"TCGA-EW-A1OX-01A-11R-A144-07",11.0086363562574,20.1704679619,20.9526248653308,18.0783960434051,"LumB","Primary solid Tumor",-2.81148284703397,19.2027059510924,19.5749831857694,19.0547982893265,19.0579548743887,19.1940997752055,19.2621787193628
"TCGA-AO-A03N-01B-11R-A10J-07",14.4895790253335,20.5432786754001,21.0110711673254,19.4102475882434,"LumB","Primary solid Tumor",-2.38936137556361,19.3327467842791,19.5498275757019,19.4504134760949,18.8818731513158,19.019273195275,19.38994358371
"TCGA-D8-A1XF-01A-11R-A14D-07",17.4503283876351,18.7574508024407,21.6901273889534,17.7728828938543,"LumB","Primary solid Tumor",-1.21089514743003,19.0443458968089,19.8051362170304,18.9279311863839,19.0092219274616,19.2271851942639,19.190186410608
"TCGA-AO-A1KP-01A-11R-A13Q-07",13.4597352537268,20.7293831282383,20.9713459594501,18.4198369961859,"LumB","Primary solid Tumor",-2.54888033915402,19.2063927502796,19.3482694783613,18.6680462940128,18.5196569629179,18.6316058127716,18.7451773788915
"TCGA-AO-A03T-01A-21R-A034-07",16.4366474294034,20.7881633894464,21.4619274530796,20.0893506681908,"Normal","Primary solid Tumor",-3.38784523235413,19.4072482060187,19.7518154746101,19.0863756254213,19.1553284255476,19.3097926822758,19.441907326108
"TCGA-BH-A0DE-01A-11R-A115-07",19.0646295393,20.7432817058469,21.1897065913088,18.4028817493993,"LumA","Primary solid Tumor",-2.5745539127201,19.1768116437305,19.1573391655937,18.8235649236435,18.7187980833854,18.8492366706737,18.8887349207815
"TCGA-E2-A158-11A-22R-A12D-07",20.2465269334234,21.3481304143956,19.1301886624173,18.43363446435,NA,"Solid Tissue Normal",-0.960527445592991,18.7184515851524,19.1678148574476,19.2782979720388,18.9298705068595,18.9643680813959,18.9260888480002
"TCGA-D8-A140-01A-11R-A115-07",17.5518688793152,20.97171844457,20.6708854856594,17.6804508469049,"LumA","Primary solid Tumor",-2.80956463962014,19.2335168831366,19.5290499486438,18.6291434102684,19.2055586857957,19.4470119885155,19.3285385600917
"TCGA-BH-A0DP-01A-21R-A056-07",17.2226839002673,20.8330518911253,20.994900234545,17.9752463494867,"LumA","Primary solid Tumor",-1.96488098732562,19.2707220816415,19.5505896488149,18.7684184932129,18.8713458824633,18.9881817534471,18.9562544537416
"TCGA-A8-A09R-01A-11R-A00Z-07",14.8595312432585,21.2605725143054,21.4129866905413,18.0779289074199,"LumB","Primary solid Tumor",-2.99294381702688,18.796991639901,19.2289835263512,18.9757420769718,18.7101157513266,18.8604650989555,18.8329023025078
"TCGA-A8-A09I-01A-22R-A034-07",14.6749656395093,20.8873602743897,20.4896732359463,18.5082560959511,"LumB","Primary solid Tumor",-1.65194754384944,19.2493259337032,19.5897399936828,19.1019615462939,18.9953978283607,19.1162812771566,19.2954053096733
"TCGA-AR-A1AR-01A-31R-A137-07",17.0285194434282,21.8148301428937,19.8895232611318,16.9466386604371,"Basal","Primary solid Tumor",0.465260964261137,19.0386122482602,19.5542871833215,19.2844209564351,18.9502502957174,19.3277423587996,19.2941085840749
"TCGA-A7-A13D-01A-13R-A277-07",17.5535018255216,21.0476193427312,21.1912821673828,17.1465327214228,"Basal","Primary solid Tumor",-1.66790841981394,19.138114357394,19.5748147368811,19.3081433996428,19.3281628750176,19.3984455544634,19.4186645095939
"TCGA-E2-A159-01A-11R-A115-07",15.6175437661063,20.0447246491413,21.0124732690941,17.7785564213856,"Basal","Primary solid Tumor",-1.89021795268237,19.11558265277,19.5169903610941,19.0739157127335,19.1656262739581,19.3481632471756,19.3998023717367
"TCGA-A2-A0YG-01A-21R-A109-07",16.2789289226208,19.668343861871,20.6483014264667,17.7381545820283,"LumB","Primary solid Tumor",-1.58072396436611,19.2005676969811,19.6064857424687,18.972927446806,18.9578274441285,19.2003729333804,19.2879473080055
"TCGA-A7-A3RF-01A-11R-A22K-07",13.2117949809188,21.224392203344,21.9365378872049,18.0975885169924,"LumA","Primary solid Tumor",-3.06857851570151,19.2591422303899,20.1163196851839,19.0238169349238,19.2937690476422,19.4552408921787,19.5492719527873
"TCGA-E2-A1B6-01A-31R-A12P-07",16.9197815493446,21.2728773228607,19.8831697587169,18.9419869931582,"Basal","Primary solid Tumor",-0.826146082282076,18.8198504617684,19.5956364216477,18.609264640405,18.8920676868329,19.0126391405187,19.3418098236586
"TCGA-BH-A209-11A-42R-A157-07",18.5353609477036,21.9735609352059,19.8163816037283,17.8692575695849,NA,"Solid Tissue Normal",-1.52241182759782,18.531985742141,19.1341710699185,19.1582348459442,18.5616095935296,18.7243600672175,18.8498889833164
"TCGA-D8-A1JT-01A-31R-A13Q-07",17.2069943146981,21.1070984402221,20.650731657615,17.3167550014453,"LumB","Primary solid Tumor",-2.32380357803884,19.0789145575905,19.6085863490971,19.0798899825429,18.8966228306707,19.1269291947256,19.0730435992894
"TCGA-D8-A73U-01A-11R-A33J-07",16.3722090292471,21.2743321534526,21.0149115700885,18.2878687575528,"LumA","Primary solid Tumor",-2.46403875884863,19.4076440950747,19.3621824359945,18.5488436915998,18.9850840799469,19.1303494728903,19.2671395264156
"TCGA-B6-A0I8-01A-11R-A034-07",14.8419701256298,19.4892669285021,21.7500409314466,18.0332281010395,"LumA","Primary solid Tumor",-3.65330418238292,19.4251713420117,19.3874462400565,18.7089853045102,19.0926630847717,19.1946974314825,19.1954259263067
"TCGA-AC-A3OD-01B-06R-A22O-07",15.7533106885982,20.128867415443,19.2641620499414,17.3983199966646,"LumA","Primary solid Tumor",-2.14754324146856,18.6028790567653,19.0738707655878,18.6839354826634,18.5315663592573,18.7256037325546,18.896842353897
"TCGA-D8-A1XL-01A-11R-A14M-07",16.5310140840992,21.4069616181115,21.146409062558,19.0999355387567,"LumB","Primary solid Tumor",-2.46423929372246,19.143719048976,19.723554703032,18.863952647763,19.1761310632275,19.3341246518936,19.5152868612985
"TCGA-S3-AA14-01A-11R-A41B-07",14.1355233507271,21.0167784611721,21.1629778494157,17.7989289871787,"LumA","Primary solid Tumor",-3.63835966531619,19.12724921898,19.7650358860774,18.7304890682458,19.0031772306882,19.245335658491,19.3278841896157
"TCGA-A8-A06T-01A-11R-A00Z-07",13.6997884450776,19.7175871706908,20.8440027518983,18.6384307343975,"LumA","Primary solid Tumor",-3.40319443520745,18.8456524048188,19.6586996296055,18.8431486625776,18.7933932290925,18.9422361184898,19.1315463812045
"TCGA-A2-A0EW-01A-21R-A115-07",18.0231762634777,20.8869251296932,20.3351526527602,17.7234671377796,"LumA","Primary solid Tumor",-2.91277124446065,18.6409826351064,19.2990787750174,18.7169989845722,18.5829968648671,18.7597970886598,18.7920010840972
"TCGA-A8-A0A6-01A-12R-A056-07",14.1271953186321,22.0946176478379,20.4556125899029,18.3724770875831,"LumA","Primary solid Tumor",-2.2464972063989,19.3240814505901,19.4565562008125,19.0805333397601,18.9838641067758,19.1439024423878,19.3576225918812
"TCGA-E2-A14N-01A-31R-A137-07",18.7530242612308,22.6759352854697,20.19734816916,17.5419607797672,"Basal","Primary solid Tumor",-0.107869009028459,19.5242735585013,20.3555205822987,18.6971186688281,19.339672811592,19.8183416969751,20.0306546412449
"TCGA-A2-A0T6-01A-11R-A084-07",16.1008514321168,20.7718404851944,20.7534219758239,17.5787718036221,"LumA","Primary solid Tumor",-2.46675871053403,18.7320132752802,19.409922569783,19.175451302467,18.7309509801439,18.8306401600999,18.9228779511953
"TCGA-A7-A6VY-01A-12R-A33J-07",17.2794109573206,20.8800086411599,20.7014454557264,18.1510913568373,"Basal","Primary solid Tumor",-0.732782337761087,19.4669379050353,19.9455479813079,19.0544687488397,19.5258406224698,19.7169271724764,19.9626923682643
"TCGA-A1-A0SN-01A-11R-A144-07",15.7561405136678,20.0516515653117,20.6069707106223,18.5747084960541,"LumB","Primary solid Tumor",-1.97587631215579,19.9530369684969,19.8558365239954,18.9268546997096,19.1123558877597,19.3184256267339,19.4588586822177
"TCGA-AO-A0JF-01A-11R-A056-07",17.6307083818279,21.3000692001733,20.4514304182701,17.9757756200329,"LumA","Primary solid Tumor",-2.32573808773961,18.8520165591147,19.2580832790666,18.959294440332,18.8780370116638,19.0258009066796,18.9597029953675
"TCGA-A1-A0SD-01A-11R-A115-07",15.4549708348757,22.4048252026645,21.0753822073367,17.9482539067547,"LumA","Primary solid Tumor",-2.6690377278894,18.9633995115599,19.2175285467935,18.8647356002996,18.7920346338599,18.9270596406397,18.9711901171162
"TCGA-D8-A1J9-01A-11R-A13Q-07",16.8180234869896,20.8702331949469,20.897106662624,17.5031389510087,"LumB","Primary solid Tumor",-2.33562285214167,19.3222896520195,19.6077044316992,19.2003324140836,19.1673249652655,19.4749314252548,19.6131395022545
"TCGA-E2-A1IG-01A-11R-A144-07",13.5444831601455,20.527215332616,22.0407357895465,18.2228646242598,"LumA","Primary solid Tumor",-2.99703915576721,19.2484353644613,19.6146452405288,18.9658599171747,19.0554868928695,19.2220594624013,19.3680159775262
"TCGA-D8-A1JF-01A-11R-A13Q-07",16.2024300593195,20.7695073340756,20.2529542732253,17.2025257244948,"Her2","Primary solid Tumor",-1.74519057899741,19.0534667700527,19.5240443193088,18.8790962729215,19.1378316178053,19.2366552150288,19.391663330011
"TCGA-E2-A105-01A-11R-A10J-07",17.7362343523072,19.0657352272615,22.0607051380746,18.2039827754158,"LumA","Primary solid Tumor",-2.99366518056348,18.9939842134563,19.5415066506512,18.5403031457605,18.5751796237183,18.7558320961761,18.8802314650888
"TCGA-AR-A0TQ-01A-11R-A084-07",14.2594834634133,19.6525565472813,20.9803865572807,17.5791360476056,"LumB","Primary solid Tumor",-2.97454505123587,19.1248742005218,19.6469671716043,18.8707549252421,19.0320824321547,19.2107637790743,19.3723319647442
"TCGA-A2-A3XY-01A-11R-A239-07",18.4754643014566,20.3304887310174,20.6873205438991,17.8114030334119,"Basal","Primary solid Tumor",0.186548457812258,19.2773038005704,19.7510498506668,18.8154626718535,19.4008448121757,19.5188328273614,19.5783120940469
"TCGA-E9-A24A-01A-11R-A169-07",12.2321021273257,20.7700268481884,20.6015586463792,18.1011564664047,"LumA","Primary solid Tumor",-2.28732399832139,18.8800137452964,19.1417821368587,18.9590253747707,18.7134474691546,18.8481154590733,18.974262887535
"TCGA-A2-A4RW-01A-21R-A266-07",15.5596974579197,20.8094959988221,21.6617404633937,17.9264797456472,"LumA","Primary solid Tumor",-2.24870602257498,18.8218652391904,19.2750468348923,18.5407846714079,18.8559664338965,18.9710023857511,18.9892966558503
"TCGA-OK-A5Q2-01A-11R-A27Q-07",16.9902752600812,20.1282572910365,21.822004874504,18.5471155372098,"LumA","Primary solid Tumor",-3.01454398890406,18.8934228211484,19.3496984676188,18.7456275459109,18.8539882270137,18.9348948953402,19.0024485012583
"TCGA-C8-A12Z-01A-11R-A115-07",15.9015972635517,21.1707940748825,22.2623074942385,18.58594555748,"Her2","Primary solid Tumor",-2.87427807992014,19.5689552207753,19.8816525967351,19.1308652477695,19.2530893284119,19.575939111779,19.6152997931437
"TCGA-BH-A1FJ-11B-42R-A13Q-07",18.30132479525,21.9861944218442,19.8439556373746,17.0917783831125,NA,"Solid Tissue Normal",-1.26497447936149,18.4838143713418,19.0657039629529,19.1866977192914,18.4928255968237,18.6618746870083,18.7920057068323
"TCGA-BH-A0E6-01A-11R-A034-07",18.3259821157961,21.7436603298253,21.218345879941,18.9373641300842,"Basal","Primary solid Tumor",-0.673675072580107,19.3039761605727,20.1224727321103,18.6351599743353,19.3827471631648,19.5241921111339,19.7347164532884
"TCGA-E9-A1N8-01A-11R-A144-07",16.4292077744891,20.9564455684813,20.3502141071974,17.555550599069,"Basal","Primary solid Tumor",-0.226243933275398,19.022192978194,20.1578168606239,18.7893339654532,19.1476279502595,19.2312674867003,19.5297382820238
"TCGA-AN-A041-01A-11R-A034-07",15.5956060149402,20.0134311760153,20.7430734293737,18.2003972823178,"LumA","Primary solid Tumor",-2.48645319789663,18.9253576198126,19.4569099304676,18.8588084153118,19.0024299263408,19.1345126849972,19.1445873147663
"TCGA-A1-A0SB-01A-11R-A144-07",15.2792504339844,22.1850703452397,21.0255044708247,17.6488251048556,"Normal","Primary solid Tumor",-0.943109091229331,18.6749402364018,19.9631686343643,18.6236800381634,18.7396577405264,18.8964851045067,19.0765529140575
"TCGA-B6-A0IQ-01A-11R-A034-07",18.149593003552,20.627843353336,21.324457036022,18.6286281160902,"Basal","Primary solid Tumor",-0.0791424577127131,19.1696385095077,19.9653953023835,18.7277260705465,19.2689249444731,19.4152888636193,19.6691204009411
"TCGA-AC-A2FM-11B-32R-A19W-07",19.0442299124279,21.733011597258,21.5223810608046,19.2756624376556,NA,"Solid Tissue Normal",-2.27999487971496,19.1260596328673,19.7221286035209,18.7530570122962,19.0910555767308,19.1763428537688,19.321278984447
"TCGA-B6-A0I6-01A-11R-A034-07",17.0159018853239,21.3863208599416,20.6345909592747,17.4044597275429,"Basal","Primary solid Tumor",-0.242110185058422,18.871473039686,19.8511726153529,18.7461660736735,19.0168953537199,19.0941422275924,19.302558061738
"TCGA-A7-A26E-01A-11R-A169-07",13.3511397273075,19.770667299952,20.6075256648263,17.8282635509956,"LumA","Primary solid Tumor",-2.51782410393197,18.7343238413664,19.1055745853981,19.0177169538147,18.5169934353299,18.6606032249505,18.6932024132926
"TCGA-B6-A0I2-01A-11R-A034-07",17.5357681986102,22.7762376131194,15.5734652804326,18.5021373288734,"Basal","Primary solid Tumor",-1.53833018864416,19.2775379069209,20.1614846269318,18.8158716502881,19.3107553240423,19.52939741406,19.8646076869036
